,Feature 1,Feature 2,Label,Jaccard Similarity,Predicted Label
2982,build paintroid pull requests catroid develop jenkins,manipulator programs,different,0,different
2983,reuse drawingsurface pipette activity,manipulator programs,different,0,different
2984,image file size editing,manipulator programs,different,0,different
2985,upload mapping jenkins release builds,manipulator programs,different,0,different
2986,correct user intended position tools,manipulator programs,different,0,different
2987,dynamic color scheme,manipulator programs,different,0,different
2988,close transform tool options clicking apply,many opportunities,different,0,different
2989,save temporary copies automatically,many opportunities,different,0,different
2990,paste tool,many opportunities,different,0,different
2991,save load pocketpaint format,many opportunities,different,0,different
2992,save load pocketpaint format,many opportunities,different,0,different
2993,hide unhide layer,many opportunities,different,0,different
2994,share feature,many opportunities,different,0,different
2995,feedback menu entry overflow menu,many opportunities,different,0,different
2996,spray tool,many opportunities,different,0,different
2997,insert image catrobat media gallery,many opportunities,different,0,different
2998,auto crop icon,many opportunities,different,0,different
2999,hint change default settings tools,many opportunities,different,0,different
3000,checkmark confirm tool applications,many opportunities,different,0,different
3001,copy paste symbols stamp tool selection application,many opportunities,different,0,different
3002,save dialog,many opportunities,different,0,different
3003,better compression research implementation,many opportunities,different,0,different
3004,export,many opportunities,different,0,different
3005,confirm tool application selecting tool,many opportunities,different,0,different
3006,center button transform tool,many opportunities,different,0,different
3007,fastlane support huawei store,many opportunities,different,0,different
3008,github crowdin integration,many opportunities,different,0,different
3009,build paintroid pull requests catroid develop jenkins,many opportunities,different,0,different
3010,reuse drawingsurface pipette activity,many opportunities,different,0,different
3011,image file size editing,many opportunities,different,0,different
3012,upload mapping jenkins release builds,many opportunities,different,0,different
3013,correct user intended position tools,many opportunities,different,0,different
3014,dynamic color scheme,many opportunities,different,0,different
3016,save temporary copies automatically,many tools,different,0,different
3018,save load pocketpaint format,many tools,different,0,different
3019,save load pocketpaint format,many tools,different,0,different
3020,hide unhide layer,many tools,different,0,different
3021,share feature,many tools,different,0,different
3022,feedback menu entry overflow menu,many tools,different,0,different
3024,insert image catrobat media gallery,many tools,different,0,different
3025,auto crop icon,many tools,different,0,different
3029,save dialog,many tools,different,0,different
3030,better compression research implementation,many tools,different,0,different
3031,export,many tools,different,0,different
3034,fastlane support huawei store,many tools,different,0,different
